wavelength,Trans_xx,Trans_xy,Trans_yx,Trans_yy,Trans_RL,Trans_RR,Trans_LR,Trans_LL,Refl_xx,Refl_xy,Refl_yx,Refl_yy,Refl_RL,Refl_RR,Refl_LR,Refl_LL
570.0,0.3931301,6.010678e-10,6.263651e-10,0.39312223,7.1564793e-10,0.39312395,5.4659854e-10,0.39312845,0.09857675,5.653212e-10,3.443682e-10,0.0985789,0.09857613,3.266897e-10,0.09857952,0.22131093
580.0,0.5367884,3.3369706e-11,2.534975e-11,0.5367899,3.1381262e-11,0.5367903,2.6153768e-11,0.53678787,0.110457405,2.0418213e-10,2.1701713e-10,0.11045743,0.11045754,1.8748743e-10,0.11045731,0.25676557
590.0,0.88207984,3.1393095e-09,2.8703138e-09,0.88207275,2.794854e-09,0.8820788,3.2167626e-09,0.88207364,0.04745169,2.3581623e-09,1.9681925e-09,0.04745296,0.047452424,2.258992e-09,0.047452223,0.26438403
600.0,0.9316014,1.0288963e-10,8.2924126e-11,0.9316113,4.5237845e-11,0.93160504,1.4280152e-10,0.9316077,0.024674289,9.089154e-11,9.2457944e-11,0.024675168,0.024673881,1.3686825e-10,0.024675576,0.25256374
610.0,0.9534995,7.5079686e-11,2.4377531e-11,0.9535006,7.83065e-11,0.9535048,8.892995e-11,0.95349526,0.015940892,3.1353373e-10,1.03219884e-10,0.0159384,0.015940258,1.8248152e-10,0.015939033,0.24432383
620.0,0.9655551,2.939353e-10,1.4578927e-10,0.96556175,2.8557598e-10,0.96556336,2.1275925e-10,0.9655534,0.0116516445,1.6848854e-10,5.4405352e-11,0.01164932,0.011650344,1.5050126e-10,0.011650618,0.23801345
630.0,0.9729285,2.9359024e-09,1.8416568e-09,0.9729296,2.3959528e-09,0.97294015,2.4085773e-09,0.9729181,0.009331034,3.0380283e-09,1.8813322e-09,0.0093285255,0.009329238,2.49375e-09,0.00933032,0.23297393
640.0,0.97769994,5.1213295e-10,2.4818095e-10,0.977708,2.9723596e-10,0.97769654,4.673616e-10,0.97771114,0.008053573,6.7789296e-10,2.8987399e-10,0.008055571,0.008054484,5.786503e-10,0.008054659,0.22867973
650.0,0.9809282,1.0159882e-09,8.785889e-11,0.9809131,4.7284643e-10,0.98094344,7.42667e-10,0.98089796,0.0073682386,1.3658868e-09,9.578857e-11,0.0073633315,0.00736489,9.384453e-10,0.0073666796,0.22509143
660.0,0.98315346,6.385024e-10,6.5934236e-09,0.9831061,4.9737516e-09,0.983192,2.0316875e-09,0.9830677,0.0070603825,5.5811e-10,5.8353535e-09,0.007049989,0.0070526404,1.3877481e-09,0.0070577324,0.221866
670.0,0.98466825,2.9145272e-10,7.3539716e-11,0.98465616,2.4179514e-10,0.984638,1.4795198e-10,0.9846863,0.0069719646,3.646147e-10,9.9388206e-11,0.006973882,0.006975159,1.8637351e-10,0.0069706896,0.2190867
680.0,0.98566294,5.6153688e-08,4.1829832e-08,0.98568803,5.2768904e-08,0.98571104,4.4971152e-08,0.9856401,0.007038364,6.391954e-08,4.6818496e-08,0.0070375195,0.007034452,5.0749808e-08,0.0070414315,0.21678415
690.0,0.98609626,2.0846413e-08,2.0275782e-07,0.98723173,1.8366828e-07,0.9864566,8.893572e-08,0.9868715,0.00721459,2.447682e-08,2.3215166e-07,0.0073326207,0.007269314,1.0574624e-07,0.007277839,0.21469256
700.0,0.9869872,1.2953901e-08,6.66209e-09,0.9870207,1.0436248e-08,0.98703134,9.410433e-09,0.9869765,0.0075134113,1.4309377e-08,6.975941e-09,0.0075136553,0.007510349,1.0340319e-08,0.007516717,0.21226029
710.0,0.9872526,2.9315517e-09,1.0763654e-09,0.98719966,2.903478e-09,0.98721075,1.1413298e-09,0.98724157,0.0078331465,3.3337668e-09,1.1637477e-09,0.0078294845,0.007833586,1.2831716e-09,0.007829045,0.21019402
720.0,0.98739105,5.667615e-09,2.0244733e-09,0.9873487,4.8843076e-09,0.987342,2.8274054e-09,0.9873977,0.008187152,6.0233196e-09,2.005009e-09,0.008184696,0.008189086,2.9569416e-09,0.008182761,0.2083882
730.0,0.9874281,5.0620432e-09,2.528822e-09,0.98742944,3.8208703e-09,0.98744947,3.740838e-09,0.987408,0.0085627865,4.6994075e-09,2.1335844e-09,0.008561817,0.008560296,3.4458865e-09,0.008564307,0.20682535
740.0,0.9873855,4.761427e-09,3.6952996e-10,0.98738205,2.4988414e-09,0.9873342,2.747301e-09,0.9874334,0.008959152,5.3844693e-09,3.627742e-10,0.008960907,0.008965117,3.078802e-09,0.00895494,0.20517515
750.0,0.9872875,4.3989676e-11,3.099763e-10,0.987277,1.2136592e-10,0.9872591,2.328007e-10,0.9873054,0.009366313,9.345775e-11,2.424262e-10,0.009366043,0.009368606,1.919909e-10,0.009363749,0.20375267
760.0,0.9871429,5.2882387e-09,5.3214704e-09,0.9871421,5.270772e-09,0.9871423,5.3440585e-09,0.9871427,0.009777586,5.1000173e-09,5.085169e-09,0.0097775785,0.009777578,5.1263713e-09,0.009777588,0.20243292
770.0,0.9869494,1.1841199e-11,3.6627784e-11,0.986949,2.1201681e-11,0.9869465,2.4137237e-11,0.9869519,0.010192314,3.5645217e-13,5.6117524e-12,0.010192308,0.010192609,9.043423e-13,0.010192014,0.20107257
780.0,0.9867354,7.0142575e-10,5.46924e-10,0.9867334,6.453975e-10,0.98673135,6.017772e-10,0.98673743,0.010607014,6.473867e-10,4.857805e-10,0.010606733,0.010607226,5.3193816e-10,0.01060652,0.19982027
790.0,0.9864967,7.211081e-10,2.1110657e-11,0.9864923,3.1117334e-10,0.98651695,3.982197e-10,0.9864721,0.01101935,7.3857137e-10,9.5122235e-12,0.01101847,0.01101633,4.0928314e-10,0.011021488,0.19868948
800.0,0.986235,5.977512e-10,6.8780553e-10,0.9862348,6.513789e-10,0.9862367,6.404628e-10,0.986233,0.011427065,5.389037e-10,6.4120076e-10,0.011426815,0.011426716,5.655925e-10,0.011427167,0.19754745
810.0,0.9859656,2.1604911e-09,2.1275424e-09,0.9859638,2.185774e-09,0.9859643,2.1027127e-09,0.985965,0.011830563,1.965874e-09,1.9101347e-09,0.011830344,0.011830522,1.8935e-09,0.011830386,0.19647796
820.0,0.98568547,3.0777833e-10,4.5623763e-10,0.9856843,3.766005e-10,0.98568106,3.945132e-10,0.9856885,0.012228075,2.8866515e-10,4.4867676e-10,0.012227897,0.012228448,3.844716e-10,0.012227524,0.19553097
830.0,0.9853969,5.9825633e-09,6.9517547e-09,0.98539704,6.4834533e-09,0.985391,6.4919137e-09,0.98540294,0.012618963,5.423344e-09,6.4639707e-09,0.012619085,0.012619782,5.921041e-09,0.012618264,0.19462283
840.0,0.9851028,3.9569414e-10,3.4763967e-10,0.9851042,3.5824438e-10,0.9851023,3.8440512e-10,0.98510456,0.013002757,3.7205627e-10,3.2300537e-10,0.0130028995,0.013002974,3.581005e-10,0.013002682,0.19363016
850.0,0.98480815,1.7477398e-11,8.849343e-10,0.98480946,4.3383505e-10,0.9848342,4.7810345e-10,0.98478335,0.013379301,1.2005585e-11,9.810031e-10,0.013379541,0.013376194,5.141614e-10,0.013382649,0.19276312
860.0,0.98450947,4.913123e-10,2.3205868e-10,0.98450947,3.638176e-10,0.98451644,3.5631934e-10,0.9845025,0.013748568,4.2979753e-10,1.7816526e-10,0.013748555,0.013747696,3.016447e-10,0.013749427,0.19195123
870.0,0.9842183,6.029821e-13,1.3452192e-11,0.9842146,8.789721e-12,0.98422056,5.688863e-12,0.9842125,0.014110233,2.4604594e-12,9.804387e-12,0.014109871,0.014109524,6.2707534e-12,0.014110579,0.19113697
880.0,0.9839144,7.988942e-10,7.3845735e-10,0.98391956,8.401691e-10,0.98391795,6.9712613e-10,0.98391604,0.014462814,7.639961e-10,6.8296635e-10,0.014463409,0.014462961,6.566551e-10,0.014463262,0.19039421
890.0,0.98363614,1.924743e-09,4.419372e-09,0.9836294,2.9843494e-09,0.98361015,3.4197385e-09,0.9836552,0.0148099465,1.9353033e-09,4.6884017e-09,0.014808729,0.014812306,3.5894367e-09,0.014806372,0.18968293
900.0,0.9833517,3.4143317e-11,3.4950155e-12,0.98334926,8.7853474e-12,0.9833452,2.5957207e-11,0.98335576,0.015147596,3.769239e-11,5.9080245e-12,0.01514732,0.01514823,3.1717722e-11,0.015146686,0.1889312
910.0,0.98306304,1.8480969e-09,1.4771548e-09,0.9830619,1.6315359e-09,0.983067,1.6861083e-09,0.98305786,0.015477797,1.9509452e-09,1.493902e-09,0.0154778175,0.015477124,1.7243392e-09,0.015478491,0.18828589
920.0,0.982788,1.5250629e-10,2.554468e-10,0.98278815,2.052874e-10,0.9827916,2.0931049e-10,0.9827844,0.015800957,1.5037051e-10,2.6840433e-10,0.015801085,0.015800504,2.1615819e-10,0.015801538,0.18758588
930.0,0.9825157,6.6524692e-09,5.42911e-09,0.9825146,5.9867937e-09,0.98252296,6.074234e-09,0.9825074,0.01611713,6.921292e-09,5.5689884e-09,0.01611707,0.016116014,6.277024e-09,0.01611819,0.18703356
940.0,0.98225325,1.2803709e-12,1.2303783e-10,0.98225194,7.7011585e-11,0.98226255,6.3174084e-11,0.9822426,0.016424038,6.849816e-13,1.3902621e-10,0.01642411,0.016422652,7.0871975e-11,0.016425494,0.18636172
950.0,0.9819911,1.869359e-10,5.033055e-10,0.9819898,3.4133438e-10,0.98198175,3.5944475e-10,0.9819991,0.016725307,1.972524e-10,5.542271e-10,0.016724903,0.01672632,3.953209e-10,0.016723884,0.18579742
960.0,0.9817332,5.993813e-10,1.0186284e-09,0.9817337,8.1344675e-10,0.98172605,8.110495e-10,0.9817409,0.017018473,5.8494615e-10,1.0431148e-09,0.017018383,0.017019484,8.1236046e-10,0.017017372,0.1852442
970.0,0.98148286,2.854156e-09,2.5385571e-09,0.9814819,2.7208593e-09,0.9814794,2.6676474e-09,0.9814854,0.017304858,3.0965384e-09,2.7565563e-09,0.017304817,0.01730525,2.9179135e-09,0.017304426,0.18463224
980.0,0.98123604,1.562482e-09,1.2482492e-09,0.981237,1.4181528e-09,0.98124075,1.3862798e-09,0.98123235,0.017586624,1.7171082e-09,1.3499051e-09,0.017586762,0.017586078,1.5219396e-09,0.017587312,0.18418153
990.0,0.98099583,1.6258711e-11,1.7637839e-11,0.98099655,1.569481e-11,0.98099643,1.8238158e-11,0.9809961,0.017858181,2.2698383e-11,2.2964745e-11,0.017858194,0.017858181,2.3059428e-11,0.017858194,0.18364307
