wavelength,Trans_xx,Trans_xy,Trans_yx,Trans_yy,Trans_RL,Trans_RR,Trans_LR,Trans_LL,Refl_xx,Refl_xy,Refl_yx,Refl_yy,Refl_RL,Refl_RR,Refl_LR,Refl_LL
590.0,0.97032636,1.0351272e-09,1.7450434e-09,0.97033226,1.4805895e-09,0.9703199,1.2579272e-09,0.9703387,0.00430179,5.368143e-10,1.0643986e-09,0.004302583,0.004302289,6.4470823e-10,0.0043020844,0.2317262
600.0,0.97887796,1.25770965e-11,3.1587874e-10,0.9788847,1.6250698e-10,0.9788675,1.6481863e-10,0.9788952,0.0027998867,2.996878e-11,1.13810183e-10,0.0028012763,0.0028011722,8.271095e-11,0.0027999904,0.22747537
610.0,0.9830985,3.6607e-10,7.0537105e-09,0.9831787,5.089127e-09,0.98306084,2.4433238e-09,0.9832164,0.0027145175,3.845124e-10,7.889582e-09,0.0027218,0.002721327,2.6243276e-09,0.002714991,0.22401233
620.0,0.98563635,2.5491959e-08,2.1955225e-08,0.98564565,2.3328143e-08,0.9856305,2.4094689e-08,0.98565125,0.0030820214,2.5985681e-08,2.2395964e-08,0.0030826817,0.0030828742,2.4553207e-08,0.003081829,0.22078086
630.0,0.9864177,2.5615764e-08,2.1865091e-07,0.98702115,1.5375967e-07,0.98680824,8.1708606e-08,0.9866306,0.003574799,2.9915817e-08,2.4871983e-07,0.003613384,0.0035881302,9.1459086e-08,0.0036000628,0.21846364
640.0,0.9880459,5.3252385e-09,3.634409e-09,0.9879909,2.1848345e-09,0.98814434,6.023294e-09,0.98789257,0.004239979,6.148106e-09,3.974233e-09,0.004237584,0.004229899,6.8422814e-09,0.0042476635,0.21579891
650.0,0.9885446,1.5550161e-09,1.6529268e-09,0.9885366,1.7672358e-09,0.9885423,1.439527e-09,0.9885391,0.0048907096,1.2591512e-09,1.3518896e-09,0.0048901583,0.004890256,1.1447252e-09,0.004890613,0.21356082
660.0,0.9887891,1.7930325e-09,9.756722e-10,0.9887912,1.4966914e-09,0.9888014,1.3351661e-09,0.9887789,0.0055533512,1.1344353e-09,4.8127136e-10,0.0055541666,0.0055529326,7.466011e-10,0.005554586,0.2115876
670.0,0.9888645,1.2285782e-11,9.5256136e-11,0.9888657,4.3730634e-11,0.98887134,5.8122788e-11,0.9888588,0.00621103,3.300464e-13,4.7758134e-11,0.0062112827,0.0062106685,2.0039876e-11,0.0062116454,0.2096861
680.0,0.98881423,1.3871345e-09,1.6880096e-09,0.98880106,1.7879203e-09,0.9888109,1.278454e-09,0.9888045,0.006861071,1.0619366e-09,1.3558047e-09,0.006859995,0.006860068,9.57403e-10,0.006860997,0.20790827
690.0,0.9886592,1.4426724e-10,1.3037671e-10,0.98865896,1.3916934e-10,0.9886585,1.381188e-10,0.9886596,0.007496569,1.6878138e-10,1.4858209e-10,0.0074964347,0.007496569,1.6205733e-10,0.0074964357,0.20629919
700.0,0.98844975,1.685081e-09,4.426087e-10,0.9884494,1.1482049e-09,0.9884296,1.0619248e-09,0.98846954,0.008115731,1.4196334e-09,2.9912609e-10,0.008114468,0.008116865,8.7646335e-10,0.008113336,0.20475718
710.0,0.98818415,4.210823e-12,7.207172e-11,0.9881876,5.770107e-11,0.98817813,1.86952e-11,0.9881935,0.0087198755,3.6805468e-12,6.136759e-11,0.008719634,0.008720493,1.4217605e-11,0.008719015,0.203343
720.0,0.98789304,5.2165334e-12,3.8947567e-11,0.98789465,2.3781295e-11,0.98788995,1.8374581e-11,0.98789775,0.009301323,3.858264e-12,3.4101437e-11,0.009301268,0.009301672,1.483277e-11,0.00930092,0.20198965
730.0,0.9875674,7.458605e-11,5.079142e-11,0.9875776,9.058329e-11,0.9875578,4.2722274e-11,0.987587,0.009868916,3.73897e-11,9.348444e-11,0.009868034,0.009869962,6.2865164e-11,0.009866987,0.20070346
740.0,0.98723906,1.0080871e-09,3.252172e-11,0.9872365,5.4949983e-10,0.9872636,5.6977056e-10,0.98721194,0.010415014,9.897277e-10,1.5731218e-11,0.010416815,0.010413233,5.416282e-10,0.010418595,0.19950174
750.0,0.9868876,2.5970988e-09,1.3368573e-09,0.98688805,2.0704225e-09,0.9869021,1.9528277e-09,0.9868733,0.010950184,2.4101894e-09,1.1321211e-09,0.010951672,0.010949428,1.7568869e-09,0.010952427,0.19836369
760.0,0.9865308,4.536432e-12,5.2154763e-11,0.986532,2.993405e-11,0.9865406,2.5604895e-11,0.98652214,0.011462662,6.139678e-12,6.86915e-11,0.011463403,0.011461947,3.182379e-11,0.011464115,0.19722788
770.0,0.986169,2.1435933e-09,2.076992e-09,0.98616946,2.1545474e-09,0.98617005,2.0956914e-09,0.9861684,0.011961317,1.9102262e-09,1.868269e-09,0.011962009,0.011961639,1.8643067e-09,0.011961686,0.19622146
780.0,0.98580486,3.0360812e-09,1.8768156e-09,0.98580474,2.5492084e-09,0.9858165,2.4857745e-09,0.9857932,0.012445182,2.799187e-09,1.6219412e-09,0.012446748,0.0124446545,2.236874e-09,0.012447275,0.1952238
790.0,0.98544365,6.9093997e-10,1.1378021e-09,0.98545146,1.0122378e-09,0.9854405,7.929044e-10,0.9854547,0.012912182,5.997045e-10,1.0593417e-09,0.012912734,0.012913459,7.1289114e-10,0.012911458,0.19425665
800.0,0.9850882,9.83662e-10,9.449733e-10,0.9850882,9.789335e-10,0.9850888,9.698784e-10,0.9850875,0.013360417,9.1913066e-10,8.7206353e-10,0.013360998,0.013360631,8.9917473e-10,0.0133607825,0.19334854
810.0,0.98473364,1.7386804e-09,1.971855e-09,0.98473185,1.8240874e-09,0.98473,1.8910356e-09,0.9847354,0.013802388,1.6635283e-09,1.910925e-09,0.013802435,0.013802703,1.8282402e-09,0.0138021195,0.1924833
820.0,0.98438483,2.8009148e-10,6.321751e-10,0.98438495,4.4999698e-10,0.98437655,4.40303e-10,0.98439324,0.014224395,2.5019609e-10,6.3635636e-10,0.014223837,0.014225144,4.3134066e-10,0.014223089,0.19163164
830.0,0.9840344,4.851392e-10,4.118748e-10,0.98403466,4.5311987e-10,0.98403627,4.5160548e-10,0.98403275,0.014635065,4.896694e-10,3.983616e-10,0.014635481,0.014635027,4.482793e-10,0.014635517,0.19083098
840.0,0.9836966,1.4306305e-10,5.1944168e-11,0.98369503,1.07723754e-10,0.9837006,9.86395e-11,0.98369104,0.015030529,1.3716787e-10,4.1061397e-11,0.015031001,0.01503014,8.625326e-11,0.01503139,0.19005434
850.0,0.9833624,6.4586883e-09,6.253974e-09,0.98335975,6.3391434e-09,0.98336226,6.46939e-09,0.98335975,0.015416712,6.3913914e-09,6.1143135e-09,0.015417645,0.01541696,6.3500436e-09,0.015417398,0.1893765
860.0,0.983032,3.7269504e-10,1.6609113e-10,0.9830297,2.7787767e-10,0.9830372,2.807092e-10,0.98302454,0.015791778,3.8629366e-10,1.6303572e-10,0.015792375,0.015791234,2.8466113e-10,0.01579292,0.1886122
870.0,0.9827114,4.5455156e-10,1.9102728e-10,0.98270935,3.2803457e-10,0.98271763,3.5366518e-10,0.98270285,0.01615243,4.6172008e-10,1.7928682e-10,0.016153138,0.016151771,3.557764e-10,0.016153801,0.18793304
880.0,0.98240376,4.551772e-09,4.506101e-09,0.98240155,4.5329305e-09,0.9824029,4.601276e-09,0.9824022,0.016503045,4.5878403e-09,4.5885726e-09,0.016503856,0.016503448,4.6426556e-09,0.016503455,0.18732205
890.0,0.9820966,1.3972646e-09,1.1226379e-09,0.9820988,1.2608703e-09,0.982094,1.2962498e-09,0.98210156,0.016840365,1.4425445e-09,1.1233886e-09,0.01683978,0.016840646,1.321024e-09,0.016839497,0.18660557
900.0,0.98180354,4.755582e-10,1.6671178e-10,0.9818028,3.112121e-10,0.9818121,3.4877493e-10,0.9817943,0.017173061,5.1757e-10,1.631653e-10,0.017173916,0.017172229,3.708325e-10,0.017174749,0.18604176
910.0,0.98151,4.5559095e-10,4.7082527e-10,0.9815096,4.675934e-10,0.9815095,4.6536858e-10,0.9815102,0.017495714,4.5486287e-10,4.932931e-10,0.017496036,0.017496005,4.7003673e-10,0.01749575,0.18545842
920.0,0.98123544,4.541076e-10,2.9455247e-10,0.9812334,3.7902156e-10,0.9812386,3.8773923e-10,0.9812305,0.017801773,4.6519083e-10,3.048167e-10,0.017802294,0.017801503,3.8761508e-10,0.01780256,0.18489608
930.0,0.9809543,1.201786e-12,6.397136e-11,0.98095864,3.014806e-11,0.98096454,4.377594e-11,0.9809484,0.018109113,2.0118044e-12,6.990838e-11,0.01811041,0.01810872,4.2742185e-11,0.018110802,0.18432859
940.0,0.98069185,9.1990436e-11,4.6401963e-10,0.9806928,2.3501812e-10,0.9807041,2.5924746e-10,0.9806804,0.018399242,8.986817e-11,5.0461474e-10,0.018399667,0.018397763,2.6672514e-10,0.018401148,0.18379454
950.0,0.9804347,2.2199569e-11,1.1897096e-10,0.98043144,7.8351645e-11,0.98043925,5.081682e-11,0.9804271,0.018683523,2.2737642e-11,1.3519752e-10,0.018683791,0.018682735,6.6711636e-11,0.018684577,0.18329394
960.0,0.98018074,1.4994169e-11,2.8579496e-11,0.98018277,1.6075348e-11,0.98018336,2.7423893e-11,0.98018026,0.01896103,1.3584445e-11,3.1249066e-11,0.018961439,0.018960996,2.810589e-11,0.018961476,0.1828073
970.0,0.97993326,3.3433784e-10,5.796807e-11,0.97993433,2.0179405e-10,0.9799231,2.4223218e-10,0.97994435,0.019236548,3.8328282e-10,5.887528e-11,0.019235196,0.019237448,2.6583657e-10,0.01923429,0.18232156
980.0,0.97969526,1.9361988e-10,1.9954263e-10,0.97969276,1.8866327e-10,0.97969383,2.1710488e-10,0.9796942,0.01949375,2.1437924e-10,2.2215715e-10,0.019493742,0.019493734,2.4545493e-10,0.019493759,0.18188958
990.0,0.9794653,2.301914e-09,2.4625129e-09,0.9794652,2.4131523e-09,0.97946364,2.3796616e-09,0.97946686,0.019747045,2.5313012e-09,2.7105842e-09,0.019747749,0.019747652,2.6153624e-09,0.019747142,0.18147889
